genres,release_date,id,user_id,playtime_forever,title,sentiment_analysis
Action,2004-11-16,220,76561197977001272,0,HalfLife 2,1.0
Action,2004-11-16,220,dayze,49,HalfLife 2,1.0
Action,2004-11-16,220,76561197977039440,0,HalfLife 2,1.0
Strategy,2009-02-18,15620,ispofdoom,7649,Warhammer 40000 Dawn of War II,1.0
Action,2004-11-16,220,76561197977084867,0,HalfLife 2,1.0
Action,2004-11-16,220,sprinklesaus,95,HalfLife 2,1.0
Action,2004-11-16,220,axe_cop,169,HalfLife 2,0.0
Strategy,2010-03-01,40100,phongus,350,Supreme Commander 2,1.0
Action,2004-11-16,220,76561197977243925,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197977282894,3,CounterStrike,1.0
Indie,2006-11-29,4000,76561197977316974,1483,Garrys Mod,1.0
Action,2000-11-01,10,76561197977318183,1363,CounterStrike,1.0
Strategy,2008-10-28,17480,76561197977332733,10573,Command amp Conquer Red Alert 3,1.0
Action,2000-11-01,10,BigBangGameerss,1,CounterStrike,2.0
Action,2004-11-16,220,76561197977367980,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197977389534,1868,HalfLife 2,1.0
Action,2008-11-17,500,76561197977404907,335,Left 4 Dead,1.0
Action,2008-11-17,500,76561197977452866,1685,Left 4 Dead,1.0
Action,2000-11-01,10,76561197977471499,0,CounterStrike,1.0
Action,2000-11-01,10,RAYMONDLY100,1,CounterStrike,1.0
Action,2000-11-01,10,76561197977507720,64,CounterStrike,2.0
Action,2000-11-01,10,helenangel,0,CounterStrike,2.0
Action,1998-11-08,70,76561197977560920,0,HalfLife,1.0
Action,2004-11-16,220,76561197977578328,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197977579279,0,CounterStrike,1.0
Action,2004-11-16,220,76561197977744891,106,HalfLife 2,1.0
Action,2004-11-16,220,76561197977766054,1175,HalfLife 2,1.0
Action,2000-11-01,10,Tobicles,31,CounterStrike,1.0
Casual,2006-08-30,3410,dangermouse3,0,Heavy Weapon Deluxe,2.0
Action,2010-07-12,300,76561197977901970,652,Day of Defeat Source,1.0
Action,2000-11-01,10,76561197977975557,1722,CounterStrike,1.0
Action,2004-11-16,220,76561197977981554,155,HalfLife 2,1.0
Action,2007-10-10,400,76561197978029286,324,Portal,1.0
Action,2004-11-16,220,76561197978099561,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197978116037,0,HalfLife 2,1.0
Action,2010-11-09,42700,76561197978171598,776,Call of Duty Black Ops,1.0
Action,2004-11-16,220,76561197978182952,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197978192175,0,HalfLife 2,1.0
Action,2004-11-01,320,76561197978247812,142,HalfLife 2 Deathmatch,1.0
Action,2000-11-01,10,76561197978343898,28,CounterStrike,1.0
Action,2004-11-16,220,76561197978352187,0,HalfLife 2,1.0
Action,2006-09-11,4560,shibalsheki,4603,Company of Heroes  Legacy Edition,1.0
Action,2000-11-01,10,76561197978376932,0,CounterStrike,1.0
Action,2008-11-17,500,M4d_Muff1n,271,Left 4 Dead,1.0
Action,2004-11-16,220,godzillam9,762,HalfLife 2,1.0
Action,2004-11-16,220,76561197978531408,0,HalfLife 2,1.0
Action,1998-11-08,70,ambosse,227,HalfLife,1.0
Action,2009-11-12,10180,elchig,10,Call of Duty Modern Warfare 2,1.0
Action,2000-11-01,10,76561197978745599,27010,CounterStrike,1.0
Action,2004-11-01,240,76561197978779212,785,CounterStrike Source,1.0
Action,2004-11-16,220,76561197978787778,56,HalfLife 2,1.0
Action,2004-11-01,240,76561197978806444,1432,CounterStrike Source,1.0
Strategy,2009-02-18,15620,76561197978824409,1364,Warhammer 40000 Dawn of War II,1.0
Action,2007-10-10,400,jonnydredd,1210,Portal,1.0
Action,2008-11-17,500,76561197978973162,3732,Left 4 Dead,1.0
Action,2004-11-16,220,76561197979006356,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197979024052,0,HalfLife 2,1.0
Action,2000-11-01,10,SirReginaldBrah,0,CounterStrike,1.0
Action,2004-11-16,220,76561197979108175,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197979120125,12441,CounterStrike,1.0
Action,2004-11-01,240,76561197979146237,395,CounterStrike Source,1.0
Action,1990-12-14,9180,76561197979214305,28,Commander Keen,1.0
Action,2004-11-16,220,76561197979239304,0,HalfLife 2,1.0
Action,2009-02-12,16450,76561197979266534,1622,FEAR 2 Project Origin,1.0
Action,2004-11-16,220,76561197979315591,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197979325152,1244,HalfLife 2,1.0
Action,2000-11-01,10,76561197979343730,277,CounterStrike,1.0
Action,2004-11-01,240,Jaiby890,940,CounterStrike Source,1.0
Indie,2009-01-29,16620,DelichoiceS,176,Monster Trucks Nitro,1.0
Action,2004-11-16,220,76561197979404033,0,HalfLife 2,1.0
Action,2004-11-01,240,76561197979426656,107398,CounterStrike Source,1.0
Action,2010-03-02,24960,rrrohan,26475,Battlefield Bad Company 2,1.0
Action,2009-11-12,10180,76561197979489134,1400,Call of Duty Modern Warfare 2,1.0
Action,2009-11-16,550,76561197979497909,183,Left 4 Dead 2,1.0
Action,2000-11-01,10,wyldcam,932,CounterStrike,1.0
Action,2000-11-01,10,76561197979552509,10835,CounterStrike,2.0
Action,2010-07-12,300,76561197979566346,0,Day of Defeat Source,1.0
Action,2000-11-01,10,76561197979580256,0,CounterStrike,1.0
Action,2000-11-01,10,cAstieL88888888,1474,CounterStrike,1.0
Action,2000-11-01,10,76561197979713028,20,CounterStrike,1.0
Action,2004-11-01,320,76561197979745311,0,HalfLife 2 Deathmatch,0.0
Action,2004-11-16,220,76561197979797596,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197979809945,216,CounterStrike,1.0
Sports,2006-12-20,10140,76561197979837382,37,3D Ultra Minigolf Adventures,1.0
Action,2004-11-16,220,umbra_,0,HalfLife 2,2.0
Action,2000-11-01,10,76561197979924366,3590,CounterStrike,1.0
Action,2000-11-01,10,KillaD,485,CounterStrike,1.0
Action,2008-11-17,500,alchemistz,148,Left 4 Dead,1.0
Action,2004-11-01,240,76561197979998851,791,CounterStrike Source,1.0
Action,2004-11-01,240,76561197980035388,93,CounterStrike Source,1.0
Action,2004-11-01,240,nextleveldesigns,28550,CounterStrike Source,1.0
Action,2005-10-18,3700,sageywagey,365,Sniper Elite,1.0
Action,2000-11-01,10,crazykarma89,9,CounterStrike,1.0
Action,2004-11-01,240,76561197980201792,20389,CounterStrike Source,1.0
Sports,2006-12-20,10140,melor,0,3D Ultra Minigolf Adventures,1.0
Action,2004-11-01,240,compache,2009,CounterStrike Source,1.0
Action,2000-11-01,10,triso,131,CounterStrike,1.0
Action,2004-11-01,240,76561197980450404,426,CounterStrike Source,1.0
Action,2000-11-01,10,76561197980499742,1605,CounterStrike,1.0
Action,2009-11-16,550,lan-k1,431,Left 4 Dead 2,2.0
Action,2000-11-01,10,76561197980540633,0,CounterStrike,1.0
Action,2000-11-01,10,wandlustn,3467,CounterStrike,1.0
Action,2000-11-01,10,steamgurad,860,CounterStrike,1.0
Action,2000-11-01,10,76561197980745829,1168,CounterStrike,1.0
Action,2000-11-01,10,ShmiK,0,CounterStrike,1.0
Action,2007-10-10,400,76561197980811624,273,Portal,1.0
Action,2000-11-01,10,csw,1691,CounterStrike,2.0
Action,2004-11-16,220,76561197980886661,0,HalfLife 2,1.0
Action,2004-11-01,240,76561197980894730,68560,CounterStrike Source,1.0
Action,2009-11-12,10180,stooged,1188,Call of Duty Modern Warfare 2,1.0
Action,2004-11-01,240,bloodcrazz,12220,CounterStrike Source,1.0
Action,2000-11-01,10,76561197981007982,0,CounterStrike,1.0
Action,2008-09-17,17330,citizenzed,0,Crysis Warhead,1.0
Strategy,2009-03-03,10500,76561197981186943,143,Empire Total War,1.0
Action,2000-11-01,10,Surpriseme,0,CounterStrike,1.0
Action,2000-11-01,10,76561197981223119,25,CounterStrike,1.0
Action,2000-11-01,10,mongoose234,908,CounterStrike,1.0
Action,1998-11-08,70,76561197981277493,0,HalfLife,2.0
Action,2000-11-01,10,76561197981308870,108,CounterStrike,1.0
Action,2004-11-01,240,76561197981342937,376,CounterStrike Source,1.0
Action,2000-11-01,10,TkTk2468,3644,CounterStrike,1.0
Action,2000-11-01,10,76561197981381850,233,CounterStrike,2.0
Action,2000-11-01,10,mattroberts,0,CounterStrike,1.0
Action,2000-11-01,10,76561197981451472,34468,CounterStrike,1.0
Action,2009-11-12,10180,xquasar,1415,Call of Duty Modern Warfare 2,2.0
Action,2004-11-01,240,Zanctus,2852,CounterStrike Source,2.0
Action,2004-11-16,220,76561197981468927,1850,HalfLife 2,1.0
Action,2000-11-01,10,76561197981538010,24,CounterStrike,1.0
Action,2008-11-17,500,76561197981562253,1867,Left 4 Dead,1.0
Action,2004-11-16,220,76561197981562769,38,HalfLife 2,1.0
Action,2000-11-01,10,76561197981573006,44,CounterStrike,1.0
Action,2000-11-01,10,tdesherek,3067,CounterStrike,1.0
Action,2004-11-16,220,76561197981583409,0,HalfLife 2,1.0
Action,2000-11-01,10,Herzeleid_,292,CounterStrike,1.0
Action,2000-11-01,10,Hobojangles,0,CounterStrike,1.0
Action,2004-11-01,240,76561197981799903,5212,CounterStrike Source,1.0
Action,2004-11-01,240,vivasinpena,146,CounterStrike Source,1.0
Action,2004-11-01,240,76561197981891772,21170,CounterStrike Source,1.0
Action,2004-11-16,220,76561197981904869,332,HalfLife 2,1.0
Action,2004-11-16,220,76561197981937943,949,HalfLife 2,1.0
Action,2004-11-16,220,blitz001,1,HalfLife 2,1.0
Action,2004-11-01,240,76561197982077051,6770,CounterStrike Source,1.0
Action,2010-07-12,300,76561197982096874,802,Day of Defeat Source,1.0
Action,2004-11-16,220,76561197982124018,0,HalfLife 2,0.0
Action,2004-11-16,220,theoneiceman,0,HalfLife 2,1.0
Action,2010-07-12,300,76561197982159818,13378,Day of Defeat Source,1.0
Action,2000-11-01,10,76561197982177820,2055,CounterStrike,1.0
Action,2000-11-01,10,beautiful666,2,CounterStrike,1.0
Action,2011-04-18,620,76561197982236384,348,Portal 2,1.0
Action,2004-11-16,220,Th3_Illusion,0,HalfLife 2,1.0
Action,2008-11-17,500,lukutis,2663,Left 4 Dead,1.0
Strategy,2010-02-25,34030,76561197982286681,12824,Napoleon Total War,1.0
Action,2004-11-16,220,xandercruise,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197982343797,2480,CounterStrike,1.0
Action,2009-11-12,10180,76561197982363029,819,Call of Duty Modern Warfare 2,0.0
Action,2004-11-01,320,76561197982383570,14802,HalfLife 2 Deathmatch,1.0
Action,2004-11-01,240,76561197982405185,36,CounterStrike Source,1.0
Action,2009-11-12,10180,76561197982422966,0,Call of Duty Modern Warfare 2,2.0
Action,2000-11-01,10,dagger4k,55879,CounterStrike,1.0
Action,2000-11-01,10,76561197982477990,313,CounterStrike,1.0
Action,2001-06-01,130,76561197982489067,126,HalfLife Blue Shift,1.0
Action,2004-11-01,240,76561197982545834,56300,CounterStrike Source,1.0
Action,2008-11-17,500,76561197982545852,1852,Left 4 Dead,1.0
Action,2004-11-16,220,76561197982587661,203,HalfLife 2,2.0
Action,2008-11-17,500,76561197982630470,5702,Left 4 Dead,1.0
Action,2004-11-16,220,TerryTateCYS,15,HalfLife 2,2.0
Action,2000-11-01,10,d1o5,0,CounterStrike,1.0
Action,2006-03-14,1200,76561197982742447,0,Red Orchestra Ostfront 4145,1.0
Action,2004-11-16,220,76561197982775710,227,HalfLife 2,1.0
Action,2004-11-01,240,coogeeman,29,CounterStrike Source,1.0
Action,2000-11-01,10,76561197982839649,14549,CounterStrike,1.0
Action,2004-11-01,240,76561197982851284,200,CounterStrike Source,1.0
Action,2000-11-01,10,76561197982854253,0,CounterStrike,1.0
Action,2008-11-17,500,76561197982868182,3055,Left 4 Dead,1.0
Action,2010-03-02,24960,76561197982931050,915,Battlefield Bad Company 2,1.0
Action,2004-11-16,220,76561197982951842,124,HalfLife 2,1.0
Action,2000-11-01,10,bubblesnout,33,CounterStrike,1.0
Action,2009-11-16,550,76561197983013308,73,Left 4 Dead 2,1.0
Action,2010-08-23,39800,76561197983024314,113,Nation Red,1.0
Action,2004-11-16,220,76561197983031410,146,HalfLife 2,1.0
Action,2004-11-16,220,GetaJob,238,HalfLife 2,0.0
Action,2004-11-01,320,76561197983050009,0,HalfLife 2 Deathmatch,1.0
Action,2004-11-16,220,76561197983063881,827,HalfLife 2,1.0
Action,2000-11-01,10,76561197983104537,8606,CounterStrike,1.0
Action,2008-11-17,500,CRANIEL,3628,Left 4 Dead,1.0
Action,2000-11-01,10,76561197983118258,58496,CounterStrike,1.0
Action,2004-11-01,240,76561197983124563,7703,CounterStrike Source,1.0
Action,2004-11-01,240,76561197983127652,145,CounterStrike Source,2.0
Action,2004-11-01,320,76561197983160235,7,HalfLife 2 Deathmatch,1.0
Action,2000-11-01,10,mansour64,2,CounterStrike,1.0
Action,2009-05-14,1250,laddergoat1,696,Killing Floor,2.0
Action,2000-11-01,10,blindraven,0,CounterStrike,0.0
Action,2008-11-17,500,76561197983253510,790,Left 4 Dead,1.0
Action,2000-11-01,10,76561197983317906,69,CounterStrike,1.0
Action,2008-11-17,500,inxani1ty,2682,Left 4 Dead,1.0
Action,2000-11-01,10,76561197983334514,2711,CounterStrike,1.0
Action,2010-07-12,300,yeaRIP,0,Day of Defeat Source,1.0
Action,2000-11-01,10,roonyhd,83,CounterStrike,2.0
Action,2004-11-01,320,ubermutz,0,HalfLife 2 Deathmatch,1.0
Action,2011-05-16,105600,76561197983359562,47,Terraria,1.0
Action,2004-11-16,220,76561197983362791,85,HalfLife 2,1.0
Action,2004-11-16,220,76561197983368096,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197983402043,0,HalfLife 2,1.0
Action,2004-11-01,240,greassyy,3476,CounterStrike Source,1.0
Action,2004-11-01,240,76561197983426224,4539,CounterStrike Source,1.0
Casual,2007-02-27,3480,76561193688520497,38,Peggle Deluxe,1.0
Action,2004-11-16,220,gRimski,106,HalfLife 2,0.0
Action,2000-11-01,10,Hoopzenatorz,0,CounterStrike,1.0
Action,2000-11-01,10,drsaw,0,CounterStrike,1.0
Action,2004-11-16,220,pheeno570,0,HalfLife 2,1.0
Action,2000-11-01,10,reowmeowmeow,55,CounterStrike,2.0
Action,1998-11-08,70,Pemalite,8,HalfLife,2.0
Action,2000-11-01,10,76561197983793259,0,CounterStrike,1.0
Action,2009-11-16,550,Firewall150,6777,Left 4 Dead 2,1.0
Action,2008-11-17,500,76561197983979390,3468,Left 4 Dead,1.0
Action,2004-11-16,220,Rlan,0,HalfLife 2,1.0
Action,2004-11-01,240,petedaninja,14310,CounterStrike Source,1.0
Action,2010-07-12,300,maxpopcornpower,11,Day of Defeat Source,0.0
Action,2003-09-16,6020,76561197984092687,374,STAR WARS Jedi Knight  Jedi Academy,1.0
Action,2000-11-01,10,pookachuexe,3,CounterStrike,1.0
Indie,2006-11-29,4000,76561197984154829,603,Garrys Mod,1.0
Action,2000-11-01,10,76561197984174503,0,CounterStrike,1.0
Action,2004-11-01,240,76561197984203292,20791,CounterStrike Source,1.0
Action,2004-11-16,220,jedi_master268,0,HalfLife 2,1.0
Action,2009-11-12,10180,76561197984312009,631,Call of Duty Modern Warfare 2,1.0
Action,2000-11-01,10,76561197984327467,11433,CounterStrike,1.0
Action,2004-11-16,220,76561197984331424,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197984349877,1,HalfLife 2,1.0
Action,2000-11-01,10,76561197984370406,215,CounterStrike,1.0
Action,2000-11-01,10,MantisKaxor,433,CounterStrike,1.0
Action,2004-11-16,220,76561197984411856,0,HalfLife 2,1.0
Simulation,2006-12-15,15320,76561197984449672,24,IL2 Sturmovik 1946,1.0
Action,2008-11-17,500,vgaubersoldat,301,Left 4 Dead,2.0
Action,2007-10-10,400,76561197984529002,2019,Portal,1.0
Action,2004-11-01,240,AutoBoom,3008,CounterStrike Source,1.0
Action,2004-11-16,220,tonir,1509,HalfLife 2,0.0
Casual,2008-05-28,16180,kitonazento,1896,Virtual Villagers  The Secret City,1.0
Action,2010-11-09,42700,danielsnow,1155,Call of Duty Black Ops,1.0
Action,2000-11-01,10,bluntmeta,24100,CounterStrike,1.0
Action,2004-11-16,220,76561197984814608,843,HalfLife 2,1.0
Action,2000-11-01,10,sgoo,7231,CounterStrike,1.0
Action,2004-11-16,220,bloodboot,1024,HalfLife 2,1.0
Strategy,2009-02-18,15620,76561197984996789,6936,Warhammer 40000 Dawn of War II,1.0
Action,2004-11-01,240,Danoli3,2060,CounterStrike Source,2.0
Action,2008-11-17,500,crasong,846,Left 4 Dead,1.0
Action,2004-11-01,240,play3r_nb,20510,CounterStrike Source,1.0
Action,2004-11-16,220,DvS_NecroMancer,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197985191301,299,HalfLife 2,1.0
Indie,2006-11-29,4000,tib3r,2937,Garrys Mod,1.0
Action,2000-11-01,10,76561197985216768,39606,CounterStrike,1.0
Action,2009-11-16,550,irtehfur,963,Left 4 Dead 2,1.0
Action,2009-01-28,9480,DougyFed,125,Saints Row 2,2.0
Action,2009-11-16,550,lathana,2378,Left 4 Dead 2,1.0
Action,2008-11-17,500,76561197985271912,534,Left 4 Dead,1.0
Action,2004-11-01,240,hornetblack,1295,CounterStrike Source,1.0
Action,2000-11-01,10,76561197985512782,1,CounterStrike,2.0
Action,2004-11-16,220,sarge300491,0,HalfLife 2,2.0
Action,2004-11-01,240,76561197985630636,14370,CounterStrike Source,1.0
Action,2010-07-12,300,bossgotgoodshards,54,Day of Defeat Source,1.0
Action,2004-11-01,240,hewball,0,CounterStrike Source,1.0
Action,2006-05-10,1300,76561197985766886,0,SiN Episodes Emergence,1.0
Action,1998-11-08,70,76561197985769912,15,HalfLife,1.0
Action,2004-11-01,240,76561197985786682,6320,CounterStrike Source,1.0
Action,2000-11-01,10,76561197985856321,182669,CounterStrike,1.0
Indie,2008-02-15,12900,76561197985875038,1202,AudioSurf,1.0
Action,2009-01-28,9480,oliversthebest,24030,Saints Row 2,2.0
Action,2000-11-01,10,76561197986004323,16,CounterStrike,1.0
Action,2000-11-01,10,ThePrince,5,CounterStrike,1.0
Action,2000-11-01,10,76561197986026151,90563,CounterStrike,1.0
Action,2004-11-16,220,sexualnistroj,121,HalfLife 2,1.0
Action,1998-11-08,70,76561197986108771,0,HalfLife,1.0
Action,2004-11-16,220,0112937783,1072,HalfLife 2,1.0
Action,2004-11-01,240,76561197986184111,32502,CounterStrike Source,1.0
Action,2004-11-01,240,76561197986198928,2,CounterStrike Source,1.0
Action,2004-11-16,220,adgum,456,HalfLife 2,1.0
Action,2004-11-01,240,deadcamel,936,CounterStrike Source,1.0
Action,2000-11-01,10,Shready,52062,CounterStrike,1.0
Action,2000-11-01,10,sjh,1126,CounterStrike,1.0
Action,2000-11-01,10,MrTwitch88,39453,CounterStrike,1.0
Action,2004-11-01,240,76561197986387561,81,CounterStrike Source,1.0
Action,2004-11-01,240,76561197986405235,10798,CounterStrike Source,1.0
Action,2009-11-16,550,76561197986406898,1104,Left 4 Dead 2,1.0
Strategy,2009-02-18,15620,RhythmGate,394,Warhammer 40000 Dawn of War II,1.0
Action,2009-01-28,9480,76561197986591060,84,Saints Row 2,1.0
Action,2000-11-01,10,76561197986627690,0,CounterStrike,1.0
Action,2008-11-17,500,76561197986678875,413,Left 4 Dead,2.0
Action,2000-11-01,10,76561197986691701,0,CounterStrike,1.0
Action,2006-10-25,2100,76561197986717840,0,Dark Messiah of Might amp Magic,1.0
Action,2004-11-16,220,76561197986814520,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197986818258,275,CounterStrike,1.0
Action,2003-10-29,2620,76561197986832206,19,Call of Duty,1.0
Action,2004-11-16,220,76561197986877386,17,HalfLife 2,1.0
Indie,2008-02-15,12900,76561197986880554,139,AudioSurf,1.0
Action,2004-11-01,320,Braco,0,HalfLife 2 Deathmatch,1.0
Action,2004-11-01,240,76561197986925726,6392,CounterStrike Source,1.0
Action,2004-11-16,220,76561197986971102,0,HalfLife 2,1.0
Action,2004-11-16,220,76561197987001534,73,HalfLife 2,1.0
Action,2004-11-16,220,TADOW,942,HalfLife 2,2.0
Action,2004-11-01,320,Calepp,27855,HalfLife 2 Deathmatch,1.0
Action,2004-11-16,220,hyphyy,0,HalfLife 2,1.0
Action,2006-05-10,1300,76561197987137492,0,SiN Episodes Emergence,1.0
Action,2004-11-01,240,76561197987194204,3339,CounterStrike Source,1.0
Action,2006-09-11,4560,axl23sp,0,Company of Heroes  Legacy Edition,1.0
Action,1998-11-08,70,76561197987219262,0,HalfLife,1.0
Action,1999-04-01,20,76561197987227732,0,Team Fortress Classic,1.0
Action,2010-07-12,300,insider101now,757,Day of Defeat Source,1.0
Action,2006-10-25,2100,donfisher,0,Dark Messiah of Might amp Magic,1.0
Action,2004-11-01,320,76561197987336295,123,HalfLife 2 Deathmatch,1.0
Action,2000-11-01,10,76561197987346930,0,CounterStrike,1.0
Action,2004-11-16,220,76561197987437609,0,HalfLife 2,1.0
Action,2004-11-01,240,76561197987440150,52821,CounterStrike Source,1.0
Action,2004-11-01,320,76561197987442366,0,HalfLife 2 Deathmatch,2.0
Action,2004-11-16,220,PatrioticSteam7,1311,HalfLife 2,2.0
Action,2000-11-01,10,SnakeSS,1070,CounterStrike,2.0
Action,2008-11-17,500,jesse150593,5867,Left 4 Dead,1.0
Action,2004-11-01,240,hookymonster,9931,CounterStrike Source,1.0
Action,2004-11-01,240,K_I_Z_A,59,CounterStrike Source,1.0
Action,2004-11-01,240,ytvdycvr7,26179,CounterStrike Source,2.0
Action,2010-07-12,300,snapjob,187,Day of Defeat Source,1.0
Casual,2007-02-27,3480,76561197987627104,0,Peggle Deluxe,1.0
Action,2004-11-01,240,octoisdabest,41449,CounterStrike Source,1.0
Action,2012-08-21,730,timothysyn,24,CounterStrike Global Offensive,1.0
Action,2004-11-16,220,76561197987786431,1028,HalfLife 2,2.0
Action,2000-11-01,10,76561197987789166,1586,CounterStrike,1.0
Action,2004-11-01,240,76561197987813141,184,CounterStrike Source,1.0
Action,2008-11-17,500,kaede,1763,Left 4 Dead,1.0
Action,2004-11-01,240,avoinov,8698,CounterStrike Source,1.0
Action,2004-11-01,240,76561197987939775,59072,CounterStrike Source,1.0
Action,2000-11-01,10,shakesone,3,CounterStrike,1.0
Strategy,1995-04-01,7650,76561197988026168,0,XCOM Terror From the Deep,1.0
Action,2004-11-16,220,76561197988062821,77,HalfLife 2,2.0
Action,2004-11-01,240,76561197988341253,9033,CounterStrike Source,1.0
Action,2004-11-16,220,76561197988341825,0,HalfLife 2,1.0
Indie,2006-11-29,4000,darklorddios,151,Garrys Mod,2.0
Action,2000-11-01,10,76561197988397124,1,CounterStrike,0.0
Indie,2006-11-29,4000,dagronx,0,Garrys Mod,1.0
Action,2004-11-01,240,dagr84,22146,CounterStrike Source,1.0
Action,2000-11-01,10,rockspawn,890,CounterStrike,1.0
Action,2009-01-28,9480,76561197988469369,1334,Saints Row 2,1.0
Action,2004-11-01,240,76561197988535115,1218,CounterStrike Source,1.0
Action,2004-11-01,240,lukeydj,3281,CounterStrike Source,1.0
Strategy,2009-02-18,15620,NocTurnalX,392,Warhammer 40000 Dawn of War II,1.0
Action,2009-11-12,10180,76561197988702002,2961,Call of Duty Modern Warfare 2,1.0
Free to Play,2010-02-02,9900,Hank_Inferno,1986,Star Trek Online,1.0
Action,2004-11-16,2600,76561197988733215,647,Vampire The Masquerade  Bloodlines,1.0
Action,2000-11-01,10,76561197988762085,32762,CounterStrike,1.0
Action,2010-07-12,300,76561197988807009,450,Day of Defeat Source,1.0
Action,2004-11-16,220,magnito,0,HalfLife 2,1.0
Action,2004-11-01,240,ZombiPro,30102,CounterStrike Source,1.0
Action,2000-11-01,10,Sitchy,8,CounterStrike,2.0
Action,2000-11-01,10,76561197988832553,0,CounterStrike,2.0
Action,2004-11-01,240,76561197988837924,19341,CounterStrike Source,1.0
Action,2000-11-01,10,HANNETT,252,CounterStrike,1.0
Action,2008-11-17,500,76561197988958915,1516,Left 4 Dead,1.0
Action,2000-11-01,10,GongGury,2,CounterStrike,1.0
Action,2004-11-01,240,76561197989041572,49185,CounterStrike Source,1.0
Action,2004-11-01,240,wattox8,1955,CounterStrike Source,1.0
Action,2000-11-01,10,feelingthat,319,CounterStrike,1.0
Action,2008-11-17,500,Norgasmic,857,Left 4 Dead,1.0
Action,2004-11-01,240,screwlabs,1219,CounterStrike Source,1.0
Action,2009-02-12,16450,caseycampbell,502,FEAR 2 Project Origin,1.0
Action,2004-11-16,220,zbdrm,0,HalfLife 2,1.0
Action,1998-11-08,70,76561197989145689,0,HalfLife,1.0
Action,2004-11-01,240,76561197989158421,15917,CounterStrike Source,1.0
Action,2004-11-16,220,sonicroo,878,HalfLife 2,1.0
Action,2004-11-01,240,76561197989229432,32093,CounterStrike Source,1.0
Action,2004-11-16,220,dingofromdownunda,0,HalfLife 2,1.0
Action,2008-10-22,19900,timharveyau,3,Far Cry 2 Fortunes Edition,1.0
Action,2004-11-01,240,76561197989336590,28039,CounterStrike Source,1.0
Action,2010-07-12,300,76561197989341677,5259,Day of Defeat Source,1.0
Action,2010-07-12,300,76561197989341723,0,Day of Defeat Source,1.0
Action,2004-11-16,220,76561197989347450,622,HalfLife 2,1.0
Action,2004-11-01,240,danward5,3,CounterStrike Source,1.0
Action,2004-11-01,240,76561197989427141,2715,CounterStrike Source,1.0
Strategy,2009-02-18,15620,Humanshieldif,1670,Warhammer 40000 Dawn of War II,1.0
Action,2002-10-01,6850,76561197989521267,126,Hitman 2 Silent Assassin,1.0
Action,2000-11-01,10,Az3r07h5019,24,CounterStrike,1.0
Action,2004-11-16,220,76561197989613574,668,HalfLife 2,1.0
Action,2004-11-01,240,76561197989630498,16046,CounterStrike Source,1.0
Action,2010-07-12,300,76561197989633148,137,Day of Defeat Source,1.0
Action,2004-11-16,220,76561197989671199,0,HalfLife 2,1.0
Action,2000-11-01,10,76561197989681913,4176,CounterStrike,1.0
Action,2000-11-01,10,76561197989699885,0,CounterStrike,2.0
Indie,2008-03-01,16600,KillSwitch_2000,664,Trials 2 Second Edition,1.0
Action,2004-11-01,240,76561197989775873,27,CounterStrike Source,1.0
Action,2000-11-01,10,76561197989779155,819,CounterStrike,1.0
Action,2000-11-01,10,Anastasiakittymoon,19949,CounterStrike,1.0
Action,2000-11-01,10,76561197989855425,0,CounterStrike,1.0
Indie,2006-11-29,4000,76561197989894094,1242,Garrys Mod,1.0
Action,2009-11-12,10180,76561197989897422,589,Call of Duty Modern Warfare 2,1.0
Action,2000-11-01,10,76561197989902860,1473,CounterStrike,1.0
Action,2006-09-11,4560,76561197989918287,9504,Company of Heroes  Legacy Edition,1.0
Action,2004-11-01,320,76561197989922654,0,HalfLife 2 Deathmatch,1.0
Action,2008-11-17,500,76561197989943854,4828,Left 4 Dead,1.0
Action,2010-07-12,300,danfletcher,85690,Day of Defeat Source,1.0
Indie,2006-11-29,4000,76561197990010948,6490,Garrys Mod,1.0
Action,2004-11-01,240,76561197990025234,37,CounterStrike Source,1.0
Action,2004-11-16,220,NewayC,1646,HalfLife 2,1.0
Action,2004-11-01,320,76561197990054714,0,HalfLife 2 Deathmatch,1.0
Action,1998-11-08,70,Psy-BorG,0,HalfLife,1.0
Action,2004-11-01,320,dun101jr,215,HalfLife 2 Deathmatch,1.0
RPG,2009-04-09,23310,goatmehmeh,0,The Last Remnant,2.0
Action,2009-11-16,550,76561197990153729,2261,Left 4 Dead 2,1.0
Action,2009-11-16,550,76561197990172249,3630,Left 4 Dead 2,1.0
Indie,2005-10-12,1002,76561197990222784,61,Rag Doll Kung Fu,1.0
Action,1999-04-01,20,76561197990238870,725,Team Fortress Classic,1.0
