user_id,steam_id,playtime_forever,id
76561198041446423,76561198041446423,0,0
76561198041446581,76561198041446581,4363,4000
76561198041447673,76561198041447673,331,550
76561198041448509,76561198041448509,1013,70
76561198041472572,76561198041472572,4871,10
anarkay,76561198041473464,445,220
76561198041477393,76561198041477393,924,220
76561198041480235,76561198041480235,0,10
76561198041482409,76561198041482409,0,17470
76561198041483713,76561198041483713,139,220
TheBlackRose,76561198041490873,0,0
yoyofag,76561198041505862,259,205790
76561198041512034,76561198041512034,523,550
76561198041512692,76561198041512692,1149,240
76561198041513014,76561198041513014,8335,4000
76561198041513805,76561198041513805,116830,4000
brucenet,76561198041517579,801,240
applestasty,76561198041519309,247,240
76561198041519699,76561198041519699,78,240
76561198041523101,76561198041523101,950,220
shotpixel,76561198041525017,4054,240
76561198041528053,76561198041528053,0,0
nugzie,76561198041542828,0,0
crownnovacrown,76561198041544590,28,300
76561198041547620,76561198041547620,862,4000
76561198041552605,76561198041552605,0,0
ethancuz,76561198041556389,27,33910
Hajicote,76561198041557389,9,220
76561198041559711,76561198041559711,1337,4000
76561198041564665,76561198041564665,9951,4000
jakemuhlingyay,76561198041572464,0,0
76561198041573824,76561198041573824,0,0
76561198041578074,76561198041578074,287,220
PlayDusty,76561198041582030,2181,300
76561198041584272,76561198041584272,0,0
kucharskii,76561198041588694,28107,240
JAJAY797,76561198041592202,5,3910
76561198041592348,76561198041592348,14226,240
76561198041596455,76561198041596455,31,300
76561198041603061,76561198041603061,2661,4000
76561198041606239,76561198041606239,588,240
76561198041606655,76561198041606655,54,220
matheusgarcias,76561198041611228,4973,4000
cachey,76561198041620332,64,4000
azca1,76561198041621580,1500,12120
Auzzieboii,76561198041626502,1566,240
knoxy2111,76561198041629224,120,4000
Boomly,76561198041630200,0,6850
anenragedpeanut,76561198041632700,165,240
aurawrah,76561198041634876,0,0
76561198041640575,76561198041640575,418,620
76561198041642085,76561198041642085,0,0
76561198041646961,76561198041646961,410,240
whatsuppeople,76561198041647581,424,220
i_am_krillin,76561198041648235,6,240
76561198041670878,76561198041670878,4268,240
Killerjays_steam,76561198041680861,9,2800
76561198041680881,76561198041680881,90,70
76561198041681189,76561198041681189,13,20
76561198041682855,76561198041682855,1510,9480
76561198041685356,76561198041685356,2274,620
76561198041702062,76561198041702062,794,240
monkeyDsamba,76561198041702714,0,70
Ilrath_Wrath,76561198041706910,0,0
KZCF2QAsh,76561198041714371,238,220
76561198041714581,76561198041714581,284,220
76561198041714675,76561198041714675,232,240
76561198041716405,76561198041716405,0,0
ShinigamiRem,76561198041737524,37,24960
nogfff,76561198041739650,358,4000
gbagnall,76561198041741586,729,220
76561198041743030,76561198041743030,1623,240
solesdn,76561198041745686,7903,240
76561198041746681,76561198041746681,45,220
76561198041747365,76561198041747365,0,220
76561198041747517,76561198041747517,96,4000
76561198041748883,76561198041748883,2473,550
gamekidauz,76561198041754355,0,220
Gobetti,76561198041755392,10037,240
76561198041772428,76561198041772428,28,300
76561198041774278,76561198041774278,1453,22380
76561198041774336,76561198041774336,2463,8500
76561198041777019,76561198041777019,204,400
76561198041778707,76561198041778707,0,70
76561198041780071,76561198041780071,102,130
GlebeHobo,76561198041783857,7048,4000
76561198041784363,76561198041784363,6735,4000
sacrednova,76561198041784467,3253,240
76561198041784833,76561198041784833,0,0
therestisnoise,76561198041787363,207,220
76561198041790809,76561198041790809,1578,240
76561198041794247,76561198041794247,12206,4000
76561198041805408,76561198041805408,91,400
76561198041811251,76561198041811251,0,220
crysis049,76561198041812608,649,4000
fullysick101,76561198041813882,1068,240
76561198041814610,76561198041814610,33,4000
76561198041815803,76561198041815803,234,10
76561198041815998,76561198041815998,966,220
76561198041818423,76561198041818423,4651,4000
driftinWITHIN,76561198041821003,13493,550
76561198041823743,76561198041823743,146,9480
76561198041824667,76561198041824667,1253,4000
76561198041826091,76561198041826091,1129,42700
76561198041827633,76561198041827633,1048,10090
mcskorob,76561198041834239,31,10
76561198041837599,76561198041837599,24080,240
gamegeek10,76561198041840082,15109,4000
76561198041842088,76561198041842088,1824,4000
SenorLopezTheMagician,76561198041843086,25193,4000
76561198041843786,76561198041843786,635,4000
76561198041850560,76561198041850560,33272,8930
76561198041853063,76561198041853063,574,550
76561198041854558,76561198041854558,1993,240
nekk0011,76561198041855272,0,0
trist12123,76561198041857084,416,550
76561198041857836,76561198041857836,656,33910
Levant_Newton,76561198041864216,0,205790
76561198041865057,76561198041865057,0,26500
76561198041865986,76561198041865986,239,7940
nuddebeee,76561198041866773,921,240
76561198041869999,76561198041869999,45,400
76561198041870342,76561198041870342,0,0
dayyvedd,76561198041871987,0,220
76561198041880532,76561198041880532,0,205790
76561198041890490,76561198041890490,0,0
hypnus6,76561198041892284,484,220
76561198041894930,76561198041894930,4,220
76561198041898570,76561198041898570,339,218230
11111121111122221,76561198041900086,0,0
76561198041905418,76561198041905418,150,4000
gdhadfh,76561198041911540,109,300
SAW2U,76561198041939115,72169,8930
76561198041940361,76561198041940361,627,550
76561198041940991,76561198041940991,0,220
Vrilyax,76561198041951058,0,0
kadking,76561198041964508,0,220
76561198041964912,76561198041964912,22,320
76561198041965216,76561198041965216,63,240
76561198041965950,76561198041965950,0,0
The_Cereal_Killer,76561198041966042,66,300
76561198041966238,76561198041966238,0,0
AWWMAGAWD,76561198041966468,275,220
audenlaurance,76561198041966494,414,4000
djhoneybadger,76561198041968708,0,0
76561198041969616,76561198041969616,371,4000
76561198041970294,76561198041970294,408,220
hixy97,76561198041992763,0,0
Lordgorg,76561198041993323,141,240
76561198041993369,76561198041993369,2051,730
penisfolife,76561198041994191,173,42910
76561198041994941,76561198041994941,12,4760
76561198041995331,76561198041995331,1017,240
Fonzey,76561198041995541,0,240
76561198041995863,76561198041995863,405,240
mattyfalcs,76561198041995911,10,550
76561198041996037,76561198041996037,672,550
76561198041996061,76561198041996061,0,205790
76561198041999685,76561198041999685,301,240
76561198041999771,76561198041999771,785,1250
wtdn,76561198042001633,0,0
76561198042007281,76561198042007281,0,0
SamuraiSquirrel,76561198042017304,1168,4000
DeceitfulPhoenix,76561198042019620,5465,4000
Nathstar,76561198042021352,21283,4000
76561198042023494,76561198042023494,10,3910
76561198042024570,76561198042024570,464,4000
76561198042025188,76561198042025188,548,550
76561198042026422,76561198042026422,434,220
zappy5443,76561198042026839,43397,4000
qnuffinsp,76561198042028566,1272,3830
76561198042033307,76561198042033307,0,205790
76561198042036033,76561198042036033,7338,4000
demnu,76561198042040263,252,240
pochanko,76561198042055204,0,220
76561198042055980,76561198042055980,73,70
76561198042060306,76561198042060306,103,220
76561198042064638,76561198042064638,61,240
JTWyward,76561198042064936,1162,4000
76561198042065900,76561198042065900,49,240
JamesSebLew,76561198042066514,21,240
skyehdnjs1,76561198042079199,0,0
redeck123,76561198042081957,987,550
76561198042082977,76561198042082977,80,240
76561198042083443,76561198042083443,0,0
76561198042091714,76561198042091714,2,11240
nochallenge,76561198042104554,896,3830
76561198042105966,76561198042105966,26233,240
tysonhusson,76561198042106600,30,240
thegolfball,76561198042106620,19834,240
76561198042107824,76561198042107824,1977,240
CamSucksDucks,76561198042109530,2327,4000
76561198042109986,76561198042109986,99,26800
76561198042111278,76561198042111278,626,620
76561198042112029,76561198042112029,0,205790
76561198042112752,76561198042112752,0,0
76561198042117849,76561198042117849,1791,105600
76561198042117921,76561198042117921,1388,12520
percythelostgoat,76561198042119839,409,220
76561198042121023,76561198042121023,0,0
thompa,76561198042123303,34160,105600
pizzaguygaming,76561198042129253,2889,4000
76561198042136913,76561198042136913,13464,240
76561198042143884,76561198042143884,0,0
76561198042145516,76561198042145516,1534,105600
76561198042146456,76561198042146456,0,0
corey639,76561198042146506,0,220
KiinRetra,76561198042146886,77,3320
LegionFTW,76561198042147071,0,20820
76561198042147552,76561198042147552,0,0
76561198042147634,76561198042147634,34,20
76561198042148398,76561198042148398,1,240
76561198042148512,76561198042148512,1635,70
thatxuperman,76561198042150606,0,17470
12345678910123,76561198042150764,0,320
76561198042153608,76561198042153608,0,300
76561198042156637,76561198042156637,96,6060
76561198042158175,76561198042158175,3511,4000
76561198042159131,76561198042159131,331,4000
xyzzi,76561198042160061,0,0
chau2213,76561198042164253,761,240
76561198042171301,76561198042171301,3,320
76561198042172357,76561198042172357,1691,240
76561198042181919,76561198042181919,1121,1250
76561198042182082,76561198042182082,0,0
76561198042182187,76561198042182187,441,4000
76561198042185443,76561198042185443,143,240
76561198042188750,76561198042188750,1,300
76561198042192020,76561198042192020,0,0
76561198042192184,76561198042192184,600,3920
76561198042192960,76561198042192960,42,300
76561198042193477,76561198042193477,141,70
76561198042195160,76561198042195160,101,240
foot_carlick,76561198042195479,0,2100
lucyu,76561198042198864,0,205790
76561198042205900,76561198042205900,0,240
larthon46,76561198042209560,0,0
76561198042219417,76561198042219417,0,0
Tyrelle_117,76561198042219559,329,240
salt_peppered,76561198042220053,956,240
76561198042220203,76561198042220203,45,10
76561198042225887,76561198042225887,0,240
76561198042229626,76561198042229626,1778,10
76561198042233284,76561198042233284,72,1520
76561198042234088,76561198042234088,0,17410
76561198042234798,76561198042234798,0,0
76561198042235022,76561198042235022,7,240
76561198042235584,76561198042235584,1810,220
ImperialKirito,76561198042236070,11559,4000
76561198042236284,76561198042236284,1114,620
nespup,76561198042237326,2,17460
76561198042242286,76561198042242286,531,4760
76561198042244428,76561198042244428,51,12210
76561198042245296,76561198042245296,25,35480
76561198042249176,76561198042249176,5853,105600
deadream,76561198042254670,289,220
dankestdankiveeverdanked,76561198042254914,1906,3830
Catas_Eye,76561198042255690,0,4000
76561198042260349,76561198042260349,1365,6860
76561198042266501,76561198042266501,2883,4000
76561198042266891,76561198042266891,3813,105600
76561198042266969,76561198042266969,237,300
76561198042267555,76561198042267555,3176,550
76561198042267867,76561198042267867,195,4000
76561198042268133,76561198042268133,91,240
xINarcho,76561198042269669,17,300
zaukster,76561198042270099,2187,4000
76561198042270811,76561198042270811,1426,2990
76561198042272593,76561198042272593,2282,240
76561198042273001,76561198042273001,12640,12210
76561198042288226,76561198042288226,1371,240
saltycake,76561198042291174,970,4000
76561198042291696,76561198042291696,32,3830
76561198042293480,76561198042293480,102,240
kingembryo,76561198042294492,0,0
8inchcocc,76561198042295233,0,0
76561198042295659,76561198042295659,2855,4000
76561198042296916,76561198042296916,2198,32370
resiDENGevil,76561198042303693,11,42680
76561198042305531,76561198042305531,15,240
76561198042306159,76561198042306159,245,400
shaze1,76561198042306485,0,0
dewless,76561198042322712,9,240
sadbro,76561198042323940,4532,240
76561198042330110,76561198042330110,734,240
76561198042333608,76561198042333608,220,12900
76561198042333661,76561198042333661,42,10
76561198042333966,76561198042333966,217,400
kensaiD2591,76561198042335298,171,70
76561198042341458,76561198042341458,3246,12210
76561198042346933,76561198042346933,105,240
mexicantaco,76561198042347115,1560,240
willbix,76561198042347637,1449,4000
76561198042350573,76561198042350573,29,70
76561198042372186,76561198042372186,489,240
76561198042372426,76561198042372426,461,240
76561198042372638,76561198042372638,53,2600
76561198042373738,76561198042373738,273,205790
76561198042378705,76561198042378705,0,240
14528910,76561198042380307,0,205790
andyyao,76561198042385071,0,10
76561198042386049,76561198042386049,4,240
TurtleXL1,76561198042388429,246,240
76561198042400108,76561198042400108,1026,240
Jarrazard,76561198042406696,33494,4000
irapekidzforgold,76561198042412416,0,240
Aeverdyn,76561198042413824,50,3830
76561198042413942,76561198042413942,1540,4000
76561198042414726,76561198042414726,21657,240
76561198042421683,76561198042421683,0,0
76561198042422167,76561198042422167,0,0
Hypahh,76561198042422633,0,2500
76561198042422937,76561198042422937,64,220
76561198042424269,76561198042424269,0,3320
Daaannns,76561198042424445,294,20
GiBBo96,76561198042425235,785,4000
76561198042426857,76561198042426857,712,91600
MotherlyMunkle,76561198042427471,4253,240
76561198042427581,76561198042427581,10333,4000
76561198042428367,76561198042428367,1,33910
76561198042431277,76561198042431277,9203,4000
76561198042434699,76561198042434699,2802,4000
acezu,76561198042447784,31124,240
76561198042448866,76561198042448866,1,240
76561198042450234,76561198042450234,0,0
76561198042450278,76561198042450278,2383,105600
HelpMeHarry,76561198042450846,28064,4000
76561198042451106,76561198042451106,823,240
76561198042452592,76561198042452592,217,70
Bjosx,76561198042453768,1570,220
nickojelly,76561198042455729,1099,12210
76561198042458320,76561198042458320,206,48000
For-SpartA,76561198042460948,221,42700
76561198042463095,76561198042463095,139,240
lsjsban123,76561198042463365,744,4000
76561198042464828,76561198042464828,216,1250
The_Hacker_4chan,76561198042465037,177,70
76561198042466689,76561198042466689,19,4000
koebkoeb,76561198042467905,7155,4000
76561198042469893,76561198042469893,312,4000
76561198042471841,76561198042471841,3873,240
76561198042474373,76561198042474373,15,24860
76561198042475717,76561198042475717,81,240
76561198042476763,76561198042476763,1518,4000
ozyzz2,76561198042477023,321,240
Jaxonthesiqcunt,76561198042480273,5,10
uwot81v1meh,76561198042482542,40188,4000
alexlackner,76561198042484574,3,33910
76561198042484952,76561198042484952,11310,4000
76561198042487726,76561198042487726,0,0
76561198042490596,76561198042490596,11254,4000
76561198042492630,76561198042492630,0,50
76561198042492706,76561198042492706,344,550
76561198042494076,76561198042494076,0,243870
76561198042497486,76561198042497486,771,203140
76561198042503321,76561198042503321,1579,4000
spaceman178,76561198042514637,28,4000
76561198042516560,76561198042516560,2684,240
76561198042518125,76561198042518125,737,4000
GirlGamurrr,76561198042518394,119,240
76561198042519863,76561198042519863,12,220
76561198042520511,76561198042520511,0,0
76561198042520893,76561198042520893,2221,4000
aaliyahsp,76561198042521145,2908,4000
76561198042524167,76561198042524167,2,12750
76561198042525613,76561198042525613,9946,105600
76561198042529195,76561198042529195,174,12200
76561198042541826,76561198042541826,889,4000
76561198042543418,76561198042543418,1042,220
asdf555,76561198042543424,0,0
WolfgangKillDemAll,76561198042547100,1681,4000
76561198042547248,76561198042547248,4480,4000
AccountGotHacked,76561198042547508,74406,240
zippy934,76561198042547882,6384,4000
76561198042548918,76561198042548918,0,0
76561198042552078,76561198042552078,1151,3920
76561198042560785,76561198042560785,7,240
76561198042562151,76561198042562151,724,220
76561198042564141,76561198042564141,1235,220
sacrificialsteak,76561198042565181,19,10
76561198042570387,76561198042570387,3495,240
76561198042575251,76561198042575251,32,17410
joaquinable,76561198042580404,0,11390
76561198042581032,76561198042581032,1399,240
76561198042589464,76561198042589464,1416,240
76561198042591626,76561198042591626,44,300
watysbrah,76561198042592194,456,4000
76561198042594310,76561198042594310,22,4000
JBEX117,76561198042594598,303,17390
menuli,76561198042595286,0,0
Infamousjeck,76561198042608823,263,220
MooshW,76561198042610803,358,400
76561198042612057,76561198042612057,25,240
76561198042621893,76561198042621893,14522,240
76561198042621968,76561198042621968,4724,240
AlienIvander,76561198042629850,496,240
hardz123,76561198042631896,1865,8930
r4yzorr,76561198042632112,456,240
76561198042635902,76561198042635902,0,0
76561198042638369,76561198042638369,0,240
DankestMemeFactoryL33T,76561198042645693,324,220
76561198042645865,76561198042645865,27,240
Thisisactuallyavirus,76561198042646865,1038,4000
manutroll,76561198042648277,5564,4000
76561198042649549,76561198042649549,1614,4000
76561198042671478,76561198042671478,6559,1250
76561198042672120,76561198042672120,261,400
76561198042673318,76561198042673318,29608,240
76561198042675136,76561198042675136,910,240
76561198042679719,76561198042679719,39,300
bherick,76561198042681227,767,300
76561198042684169,76561198042684169,1360,4000
skbooth,76561198042684533,0,205790
76561198042684717,76561198042684717,0,20
sxcnex,76561198042686259,33,220
76561198042690309,76561198042690309,240,220
a_baby_seal,76561198042690805,366,15100
southapollo,76561198042691321,87,4000
76561198042707062,76561198042707062,134,70
Yakunan,76561198042710200,3,240
76561198042711240,76561198042711240,0,0
jabbcore,76561198042711548,305,4000
awesomnessinacup,76561198042712028,11155,4000
76561198042712312,76561198042712312,127,10
76561198042712452,76561198042712452,0,0
76561198042720283,76561198042720283,13433,252950
76561198042720752,76561198042720752,22,104700
76561198042725721,76561198042725721,0,0
76561198042726349,76561198042726349,6357,9480
jayalx2,76561198042726717,504,4000
76561198042729799,76561198042729799,415,4000
76561198042731826,76561198042731826,199,4000
76561198042736645,76561198042736645,2,205790
76561198042743118,76561198042743118,145,1520
76561198042745849,76561198042745849,0,0
13012,76561198042753248,75,20
76561198042754142,76561198042754142,4495,4000
76561198042754188,76561198042754188,159,2700
76561198042756286,76561198042756286,1333,4000
tommmmmmmmm,76561198042756544,112,70
76561198042756846,76561198042756846,1586,4000
chwarren,76561198042757928,0,0
76561198042757992,76561198042757992,0,23490
bantus_,76561198042758362,1564,240
noobonaquest,76561198042759000,0,220
76561198042759382,76561198042759382,0,2100
76561198042759654,76561198042759654,639,550
76561198042760534,76561198042760534,0,220
76561198042762574,76561198042762574,10,10180
76561198042763002,76561198042763002,384,4560
76561198042766499,76561198042766499,26279,105600
76561198042769851,76561198042769851,228,240
ostray,76561198042772023,1624,49520
Rachellezilla,76561198042774297,400,400
76561198042775361,76561198042775361,1318,4000
76561198042775531,76561198042775531,3421,15620
Vekta13,76561198042775733,26058,4000
76561198042776371,76561198042776371,481,4000
jcasl2,76561198042777885,22941,4000
76561198042780026,76561198042780026,0,0
lanthrium,76561198042780599,820,620
JCDon12,76561198042781499,0,0
76561198042786279,76561198042786279,1,34030
fastAwake,76561198042790038,6116,4760
76561198042790533,76561198042790533,9,40800
agabrield,76561198042793665,0,0
sycla,76561198042794176,494,240
Acehorto,76561198042794636,348,4000
76561198042796776,76561198042796776,0,0
DonDJed,76561198042797628,0,1250
76561198042800914,76561198042800914,0,0
sio_nc,76561198042803518,2405,49520
boobies99,76561198042803834,14818,240
76561198042806332,76561198042806332,410,10180
76561198042806566,76561198042806566,23,12200
76561198042806618,76561198042806618,835,240
76561198042807944,76561198042807944,120,70
76561198042817487,76561198042817487,481,240
mysticalmysteries,76561198042821139,1345,10
76561198042821557,76561198042821557,1611,7670
76561198042823769,76561198042823769,89,33910
theoriginalgutsyou,76561198042823783,8470,4000
76561198042825435,76561198042825435,1,205790
76561198042826127,76561198042826127,42,12370
76561198042826455,76561198042826455,199,4000
Harry_Mess,76561198042826669,28,4000
76561198042826799,76561198042826799,0,0
jakerocks,76561198042831501,5349,4000
76561198042846440,76561198042846440,720,4000
76561198042848240,76561198042848240,373,400
76561198042849564,76561198042849564,0,0
76561198042855442,76561198042855442,4212,22600
76561198042856696,76561198042856696,735,220
76561198042858940,76561198042858940,0,0
76561198042877933,76561198042877933,0,0
end_,76561198042878559,50,10
CL1KB00M,76561198042880459,1767,10
76561198042881049,76561198042881049,1059,220
demonsnack,76561198042881323,0,0
76561198042882077,76561198042882077,0,0
76561198042889719,76561198042889719,94,300
squirrellogic,76561198042899118,4068,4000
That_Chap,76561198042904500,82,7670
76561198042907638,76561198042907638,101,3920
76561198042908496,76561198042908496,0,205790
76561198042914568,76561198042914568,0,0
76561198042919154,76561198042919154,46,220
76561198042922271,76561198042922271,0,0
76561198042925191,76561198042925191,0,0
76561198042926195,76561198042926195,0,0
Mr-Timn,76561198042944514,583,22370
76561198042945848,76561198042945848,2,13200
76561198042947768,76561198042947768,0,3920
76561198042950101,76561198042950101,0,0
76561198042950892,76561198042950892,0,0
immortalcow,76561198042951046,394,24240
76561198042951266,76561198042951266,8240,2700
76561198042951878,76561198042951878,0,0
76561198042956175,76561198042956175,74,240
76561198042957361,76561198042957361,144,22330
move_it101,76561198042960379,440,240
ninjasauro,76561198042961808,2582,17450
76561198042966837,76561198042966837,407,400
GooseDTD,76561198042970741,1678,300
doofen,76561198042973579,4,320
76561198042982842,76561198042982842,411,240
wh1zzyboy,76561198042988307,477,4000
DonnyTheDealer,76561198042988310,14431,240
76561198042997704,76561198042997704,0,205790
The_Lord_of_the_Tacos,76561198042998171,1801,4700
76561198043001400,76561198043001400,0,220
Unit_011,76561198043001767,691,300
hannibru,76561198043003779,149,4000
76561198043011789,76561198043011789,14,240
76561198043012905,76561198043012905,46,35700
76561198043018658,76561198043018658,3162,4000
76561198043026546,76561198043026546,1160,1250
76561198043030798,76561198043030798,0,3350
mistaDRDRAY,76561198043032553,658,240
76561198043032606,76561198043032606,90,320
vernichten,76561198043035027,0,0
76561198043041290,76561198043041290,0,70
76561198043042471,76561198043042471,731,240
DylanDISTURBED,76561198043042941,65,4000
NIGGERLET,76561198043042949,1,220
sauceandfun,76561198043043449,202,20
76561198043051817,76561198043051817,5280,240
76561198043052417,76561198043052417,17,220
madbomer,76561198043058994,1631,4000
76561198043067406,76561198043067406,2,220
76561198043072338,76561198043072338,777,240
76561198043072474,76561198043072474,0,0
reywqrrtty,76561198043074776,1354,70
lapanthere,76561198043077632,0,10180
76561198043078466,76561198043078466,904,4000
76561198043086367,76561198043086367,0,0
dillzaa,76561198043088667,194,4000
youmessedwithmyflowers,76561198043090003,2439,4000
76561198043095159,76561198043095159,414,220
76561198043095549,76561198043095549,9990,240
76561198043096353,76561198043096353,9,320
76561198043101741,76561198043101741,0,0
knytesaber,76561198043106967,0,0
edwardkoo,76561198043109275,0,205790
76561198043112504,76561198043112504,16858,4000
76561198043112528,76561198043112528,0,0
dsmob,76561198043113642,234,10
76561198043114902,76561198043114902,0,2100
76561198043117524,76561198043117524,0,240
76561198043119386,76561198043119386,0,3830
jazarey,76561198043119482,25644,4000
76561198043122844,76561198043122844,0,0
76561198043124568,76561198043124568,0,4000
Grickles,76561198043128404,0,70
76561198043140335,76561198043140335,398,220
76561198043142899,76561198043142899,794,550
76561198043146027,76561198043146027,708,240
76561198043147411,76561198043147411,8394,240
76561198043148707,76561198043148707,41,21800
MurphyM8,76561198043148729,954,240
Qualbert,76561198043148813,0,220
76561198043163369,76561198043163369,703,240
RAYNNNISREADY,76561198043163646,32155,4000
76561198043166551,76561198043166551,4947,42700
benpk34alt,76561198043167753,32860,4000
76561198043173880,76561198043173880,0,320
76561198043175946,76561198043175946,4089,4000
TheHeadBitch,76561198043177028,2382,220
mazza1353,76561198043186818,947,240
76561198043192599,76561198043192599,2126,4000
76561198043194775,76561198043194775,10563,220
76561198043195370,76561198043195370,97,4000
76561198043197705,76561198043197705,3323,10500
76561198043198059,76561198043198059,2892,4000
76561198043200255,76561198043200255,384,220
bymyselfformyself,76561198043202467,484,240
mungo_1990,76561198043202631,0,20
76561198043204021,76561198043204021,757,240
76561198043204153,76561198043204153,2963,4000
76561198043204527,76561198043204527,0,205790
inkinthehart,76561198043205977,35,3920
76561198043209505,76561198043209505,0,20500
jce90,76561198043210369,0,0
shaygryffin,76561198043218674,130,220
76561198043218878,76561198043218878,1857,10090
76561198043219792,76561198043219792,1690,240
76561198043222361,76561198043222361,3471,4000
76561198043222472,76561198043222472,0,0
76561198043226306,76561198043226306,0,0
76561198043226978,76561198043226978,0,0
76561198043229410,76561198043229410,11157,240
76561198043243821,76561198043243821,298,104700
76561198043248019,76561198043248019,429,220
76561198043248327,76561198043248327,340,240
76561198043248741,76561198043248741,0,205790
76561198043249539,76561198043249539,5744,3920
76561198043250125,76561198043250125,80,4000
byronispro,76561198043256191,3,4570
76561198043271832,76561198043271832,643,105600
mhanlon8,76561198043271920,154,240
76561198043274332,76561198043274332,590,240
76561198043274690,76561198043274690,0,240
76561198043276490,76561198043276490,4939,4000
noamnoas,76561198043287548,0,0
76561198043288611,76561198043288611,2011,550
76561198043299193,76561198043299193,182,11140
vic_dizzle,76561198043301413,0,220
76561198043301853,76561198043301853,0,0
76561198043314470,76561198043314470,0,0
76561198043319176,76561198043319176,2563,1250
76561198043319624,76561198043319624,0,0
williamfranklin,76561198043319920,574,220
76561198043321506,76561198043321506,41,6860
nigga_ass_domination,76561198043323962,270,240
76561198043337011,76561198043337011,44,240
kuabee44,76561198043338015,212,240
76561198043340929,76561198043340929,154,300
76561198043342307,76561198043342307,317,42700
hhheckle,76561198043343407,11,10
otaku_jasos,76561198043344625,2,33910
happypeasant,76561198043346193,7100,300
76561198043346367,76561198043346367,1016,22330
76561198043348043,76561198043348043,3535,4000
76561198043351079,76561198043351079,0,240
76561198043352371,76561198043352371,0,0
76561198043359326,76561198043359326,334,3590
76561198043364260,76561198043364260,9563,8930
76561198043369072,76561198043369072,0,205790
76561198043370658,76561198043370658,0,0
Sergedelux2,76561198043370662,5073,4000
76561198043372432,76561198043372432,10269,4000
svrkgujdisjfouekojsoid,76561198043375214,0,240
76561198043376448,76561198043376448,1192,240
Damagereverse,76561198043377386,8,300
SwaaaT,76561198043385805,87689,10
76561198043391005,76561198043391005,12816,4000
76561198043392285,76561198043392285,2457,21690
76561198043393155,76561198043393155,0,0
mazza2210,76561198043394899,3217,4000
76561198043395617,76561198043395617,1799,8930
76561198043401005,76561198043401005,0,6850
superlegacyz,76561198043413702,0,10
BleedingSanity,76561198043414292,313,3830
76561198043414876,76561198043414876,1730,240
76561198043420794,76561198043420794,1034,4760
76561198043422410,76561198043422410,3,3920
ashcatchem150,76561198043428279,0,2100
Solvant,76561198043431429,1314,12210
newren,76561198043432706,132,8190
76561198043437761,76561198043437761,287,4000
LordZaneris,76561198043439097,473,240
76561198043440729,76561198043440729,4952,49520
76561198043450830,76561198043450830,12290,4000
76561198043452448,76561198043452448,189,240
Nasty_is_cool,76561198043454186,249,420
76561198043454585,76561198043454585,0,0
76561198043455451,76561198043455451,3152,70
76561198043457790,76561198043457790,8090,4000
76561198043462574,76561198043462574,22403,4000
76561198043463811,76561198043463811,27,6060
76561198043464392,76561198043464392,7,4000
76561198043464480,76561198043464480,0,0
yobbomcsweeny,76561198043464998,86,220
76561198043465851,76561198043465851,6,7670
standinechidna,76561198043468440,0,0
76561198043468492,76561198043468492,11194,730
76561198043469792,76561198043469792,0,70
76561198043472266,76561198043472266,0,0
IdunzoI,76561198043472400,49,4000
76561198043495477,76561198043495477,118,4560
76561198043499851,76561198043499851,556,220
jimmybarnes,76561198043501000,0,0
352039981386723,76561198043501857,1173,240
ckr726,76561198043502929,786,4000
76561198043503639,76561198043503639,497,550
76561198043505077,76561198043505077,0,0
76561198043508717,76561198043508717,108,240
1232999,76561198043513454,2392,4000
76561198043513790,76561198043513790,1062,320
76561198043518654,76561198043518654,0,205790
76561198043521700,76561198043521700,456,4000
76561198043522190,76561198043522190,12805,240
76561198043523544,76561198043523544,974,8000
76561198043525424,76561198043525424,202,3830
76561198043525738,76561198043525738,57,70
76561198043529964,76561198043529964,3822,4000
76561198043545967,76561198043545967,688,7940
76561198043556667,76561198043556667,874,220
76561198043557673,76561198043557673,23,10
76561198043560105,76561198043560105,0,0
76561198043562891,76561198043562891,0,0
DeClaNBuC,76561198043564029,498,220
-PRoSlayeR-,76561198043569043,0,7000
76561198043569989,76561198043569989,36,4570
batman7972,76561198043571828,29,220
bob12346,76561198043579118,0,0
76561198043583002,76561198043583002,1010,730
76561198043584636,76561198043584636,42,4000
76561198043586098,76561198043586098,0,0
76561198043592866,76561198043592866,11,24740
76561198043594420,76561198043594420,0,4000
Melfice54,76561198043605187,12,240
76561198043606933,76561198043606933,0,3920
anarchyjr,76561198043607885,476,4000
76561198043608775,76561198043608775,0,2600
76561198043610653,76561198043610653,1839,42680
76561198043610933,76561198043610933,0,1520
76561198043611239,76561198043611239,0,0
76561198043612345,76561198043612345,11465,4000
TeFauPeHaDe,76561198043612365,1062,220
chriscoatesy,76561198043612661,0,0
fffffffffffffffuck,76561198043613204,0,0
76561198043614965,76561198043614965,0,0
76561198043615865,76561198043615865,0,3830
76561198043616245,76561198043616245,0,0
drybones456,76561198043618256,16,4560
76561198043624811,76561198043624811,1279,10
76561198043628484,76561198043628484,1698,240
76561198043630322,76561198043630322,9947,240
legendarysoccerplayerHK,76561198043630966,1510,620
76561198043631496,76561198043631496,0,2810
76561198043632574,76561198043632574,4022,4000
76561198043633744,76561198043633744,44,240
JiggySaur,76561198043637400,16,20
76561198043639144,76561198043639144,1,240
76561198043648621,76561198043648621,0,0
Inf2RnAl,76561198043659465,2613,9480
