genres,title,release_date,price,id,developer
"Adventure, Free to Play, Indie",Ludu,2016-12-04,Free To Play,563400,Léo-Games
"Action, Casual, Indie",The Night Christmas Ended,2016-12-04,4.99,558440,Giant Goblin Studio
"Action, Casual",JETPACK PORTER,2016-12-04,4.99,558020,"G-STYLE Co,. Ltd."
"Adventure, Casual, Indie",Magi Trials - Dakimakuras,2016-12-05,2.99,549113,Dharker Studio
Simulation,Industry Manager: Future Technologies - Awesome Products Pack,2016-12-05,Free,444360,astragon Entertainment GmbH
"Indie, Simulation",Euro Truck Simulator 2 - Vive la France !,2016-12-05,17.99,531130,SCS Software
"Adventure, Casual, Indie",Sceal: An Irish Folklore Adventure,2016-10-26,4.99,507060,Joint Custody
"Action, Casual, Indie",Other Tanks,2016-12-05,1.99,543780,Daniil Hasanov
"Indie, Simulation, Strategy",Stellar Monarch,2016-12-05,19.99,446000,Silver Lemur Games
"Casual, Indie",Zup! 2,2016-12-05,0.99,562220,Quiet River
"Casual, Indie, Simulation, Strategy, Early Access",Coffee Shop Tycoon,2016-12-05,5.99,370060,Riff Studios
RPG,Void Pyramid,2016-12-05,Free,563430,A. Hagen
"Action, Casual, Indie, Strategy",Moorhuhn schlägt zurück,2016-12-02,4.99,535680,Independent Arts Software GmbH
"Adventure, Indie, RPG",Ohr: אור,2016-12-02,5.99,376480,Rail Slave Games
Simulation,DCS: F-5E Tiger II,2016-12-02,59.99,411894,Belsimtek
"Action, Indie, Strategy, Early Access",Minion Masters,2016-12-02,4.99,489520,BetaDwarf
"Action, Indie, Strategy",Minion Masters - Premium Upgrade,2016-12-02,19.99,551880,BetaDwarf
"Adventure, Indie, Strategy",DROD: Smitemaster's Selection Expansions 5+6,2016-12-02,4.99,422192,Caravel Games
"Action, Adventure, Indie",Zolg,2016-12-02,0.99,555710,Robert Alvarez
"Action, Casual, Indie",SkyTime,2016-12-02,0.99,513620,"Alexey Khazov,Cristian Ionescu,Lars van Dorenvanck,Brandon van Doorn,Joran Vergoessen,Admir Leka"
RPG,The Dwarves - Digital Deluxe Edition Extras,2016-12-01,10.0,545070,KING Art
"Casual, Free to Play, Indie, Simulation, Sports, Strategy",Pixel Puzzles Ultimate - Puzzle Pack: Winter,2016-12-02,4.99,565320,DL Softworks
"Action, Indie","Drones, The Human Condition",2016-12-01,2.99,556130,Blunt Games
Action,Line of Sight: Vietnam,2003-03-05,9.99,514150,N-Fusion Interactive
"Indie, Strategy, Early Access",Crumbled World,2016-12-01,9.99,542910,Clone Corps
"Casual, Indie, RPG, Strategy",EURGAVA™ - Fight for Haaria,2016-12-01,7.99,559350,Ibrahim Indra Baskara
"Adventure, Casual, Indie, Strategy",Ahnayro: The Dream World,2016-06-10,4.99,449730,Alice &amp; Smith
"Casual, Free to Play, Indie",Terminal Hacker,2016-12-01,Free To Play,547010,Lord_Loej
"Casual, Free to Play, Indie",Terminal Hacker - Payload,2016-12-01,0.99,547030,Lord_Loej
"Action, Adventure, Casual, Indie",Space Cat,2016-12-02,4.99,539980,argagonky
"Adventure, Indie",Dispersio,2016-12-01,0.99,563180,Achpile
"Casual, Indie, Simulation",Merlin adventurer store,2016-12-02,2.99,561340,DyingCat
"Adventure, Free to Play, Indie",The Uncertain: Episode 1 - The Last Quiet Day Soundtrack and Artbook,2016-12-02,Free,564030,ComonGames
"Action, Adventure, Indie",Construct: Escape the System,2016-12-02,7.99,497080,Oliver Boyce
"Casual, Indie, Simulation",FourChords Guitar Karaoke - Daughtry,2016-12-01,4.99,563282,Musopia
"Adventure, Indie, Strategy",DROD: Smitemaster's Selection Expansions 3+4,2016-12-01,4.99,422191,Caravel Games
"Action, Sports",Steep™ - Season Pass,2016-12-02,19.99,564360,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev"
"Indie, Simulation",Euro Truck Simulator 2 - Finnish Paint Jobs Pack,2016-12-01,0.99,540720,SCS Software
"Indie, Simulation",Euro Truck Simulator 2 - Belgian Paint Jobs Pack,2016-12-01,0.99,540721,SCS Software
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #014: The Soul of a Prince (5E),2016-12-01,2.99,554130,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #015: Torment at Torni Tower (5E),2016-12-01,2.99,554500,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds -  Beneath the Festered Sun (PFRPG),2016-12-01,8.99,561310,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Daring Tales of Chivalry #02: Death at the Joust (Savage Worlds),2016-12-01,7.99,560670,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Kith'takharos: Seal the Rift (3.5E/PFRPG),2016-12-01,7.99,559790,"SmiteWorks USA, LLC"
"Racing, Simulation, Sports, Strategy",Motorsport Manager - Livery Pack,2016-12-01,Free to Play,551810,Playsport Games
"Adventure, Casual",Demon Hunter 3: Revelation,2016-12-01,9.99,527420,Brave Giant LTD
"Action, Casual, Indie",Astervoid 2000 Soundtrack,2016-12-01,2.99,563590,"Mad Capacity,LREVG"
"Action, Casual, Indie",Astervoid 2000,2016-12-01,9.99,423870,"Mad Capacity,LREVG"
"Action, Adventure, Indie",King Lucas,2016-12-01,4.99,391600,DevilishGames
"Action, Casual, Indie, Racing, Simulation, Early Access",Mindball Play,2016-12-01,6.99,446850,Interactive Productline Team
"Adventure, Indie, RPG",Empyrean,2016-12-01,5.99,557700,Choice of Games
"Action, Casual, Indie, Early Access",Akuto: Mad World,2016-12-01,10.99,530130,Hut 90
Strategy,Master of Orion: Elerian Fiefdoms,2016-12-01,9.99,558301,NGD Studios
Strategy,Master of Orion: Gnolam League,2016-12-01,9.99,558302,NGD Studios
Strategy,Master of Orion: Trilarian Shoal,2016-12-01,9.99,558300,NGD Studios
"Adventure, Indie",Maize,2016-12-01,19.99,284240,Finish Line Games
Indie,Bunny &amp; Piggy,2016-12-01,0.99,549810,Brzezinski
"Action, Indie, Simulation",The Electric Shocktopus,2015-01-25,5.99,521300,TestTubeGames
"Action, Indie",Legacy of the Elder Star Soundtrack,2016-11-30,2.99,538690,Kickbomb Entertainment LLC
"Animation &amp; Modeling, Education, Utilities, Web Publishing",Firefly,2016-11-30,79.99,267655,Clickteam
Casual,Phrase Shift,2016-11-30,2.99,535980,Hyper Hippo Games
"Indie, Strategy",Star-Twine,2011-04-29,6.99,548110,Eric Billingsley
"Adventure, Casual, Indie, RPG, Strategy",Guardian Of December,2016-12-01,4.99,563910,Vidas Salavejus
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “How’s It Going To Be”,2016-11-29,2.99,509671,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Never Let You Go,2016-11-29,2.99,509672,Ubisoft - San Francisco
"Action, Adventure, Casual, Indie",Charlie's Adventure,2016-11-18,3.99,556870,Just1337 Studio
"Action, Casual, Indie",Chicken Invaders 5 - Christmas Edition,2016-11-29,2.99,543610,InterAction studios
"Action, Adventure, Indie, Racing, Early Access",VCB: Why City,2016-11-29,2.99,533120,KishMish Games
"Action, Casual, Indie",PHAT STACKS,2016-11-29,1.99,556160,ColloseusX
"Action, Adventure, Casual",Immersion,2016-11-29,9.99,562690,Machine1357
"Action, Casual, Indie",ARK BOX Unlimited,2016-11-29,4.99,553780,PolarityFlow
"Adventure, Casual, Indie, Simulation",Mystic Destinies: Serendipity of Aeons - Takumi,2016-11-29,4.99,508161,Aeon Dream Studios
"Free to Play, Massively Multiplayer, Simulation",Atom Fishing II,2016-11-29,Free,557780,Woolf
"Casual, Simulation",Colony,2016-11-29,0.99,509450,Jamie Cunningham
"Casual, Indie",TWIN BROS,2016-11-29,1.99,551670,Smit Parmar
"Action, Adventure, Indie, RPG, Early Access",State of Extinction,2016-11-29,9.99,411520,"Stone Pixel Games, LLC."
Casual,Bounce - Soundtrack,2016-11-30,6.99,559590,Steel Wool Studios
"Action, Adventure, Indie, RPG",Blade &amp; Bones,2016-11-30,10.99,513370,Coffee Addict Studio
"Casual, Indie, Strategy",Iron Sea - Soundtrack,2016-11-30,0.99,515950,Creobit
"Casual, Strategy",Medieval Defenders - Soundtrack,2016-11-30,0.99,552020,Creobit
Simulation,Train Simulator: BR Class 150/1 DMU Add-On,2016-11-30,10.99,448184,Dovetail Games
"Design &amp; Illustration, Photo Editing",CGWallpapers,2016-11-30,4.99,527350,Flamy Frog Interactive
"Action, Adventure, Indie",Radiation Island,2016-11-29,2.99,307940,Atypical Games
Simulation,TS Marketplace: GWR Toplight Coaches Pack 01,2016-11-30,4.99,448207,Matrix Trains
"Action, Indie, RPG",The Metronomicon - J-Punch Challenge Pack,2016-11-29,1.99,558290,Puuba
"Free to Play, Strategy, Early Access",ComPet - Beast Battles,2016-11-29,Free To Play,532800,MindArk PE AB
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Semi-Charmed Life”,2016-11-29,2.99,509670,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Jumper”,2016-11-29,2.99,509669,Ubisoft - San Francisco
"Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Third Eye Blind Song Pack,2016-11-29,9.99,509673,Ubisoft - San Francisco
"Casual, Indie",Turbo Pug Soundtrack,2016-11-28,0.99,533810,"SnowFlame,Back To Basics Gaming"
"Action, Adventure",Watch_Dogs® 2 - Punk Rock Pack,2016-11-28,4.99,525012,Ubisoft
"Action, Adventure",Watch_Dogs® 2 - Pixel Art Pack,2016-11-28,6.99,525015,Ubisoft
"Action, Adventure",Watch_Dogs® 2 - Glam Pack,2016-11-28,6.99,525018,Ubisoft
"Action, Adventure",Watch_Dogs® 2 - Ubisoft Pack,2016-11-28,4.99,525033,Ubisoft
"Action, Adventure",Watch_Dogs® 2 - Ded Labs Pack,2016-11-28,6.99,525035,Ubisoft
"Action, Adventure",Watch_Dogs® 2 - Ultimate Pack,2016-11-28,19.99,558390,Ubisoft
"Action, Adventure","Watch_Dogs® 2 - Guts, Grit and Liberty Pack",2016-11-28,2.99,525037,Ubisoft
"Action, Adventure, Casual, Indie, Strategy",Box Maze - Everyday People Skins Pack,2016-11-28,0.99,562790,GamersHype Productions
"Adventure, Simulation, Early Access",Island Simulator 2016,2016-11-28,4.99,507440,Silverline Studios
"Adventure, Casual",Shrouded Tales: The Spellbound Land Collector's Edition,2016-11-28,9.99,559970,Friendly Cactus
"Action, Adventure, Simulation",Island Simulator 2016 - Mp-44,2016-11-28,0.99,541810,Silverline Studios
"Action, Indie",Breaking Bones,2016-11-28,4.99,560570,Duplicator Studio
"Indie, Strategy",Shattered Throne,2016-11-28,9.99,469710,Checkmark Games
"Adventure, Indie",Quern - Undying Thoughts,2016-11-28,24.99,512790,Zadbox Entertainment
"Action, Racing, Simulation",Mad Hunter,2016-11-28,3.99,558610,"Mad Hunter Studio,EHTechnology"
"Free to Play, Massively Multiplayer, RPG",Dark Eden,2016-11-28,Free To Play,548290,SOFTON ENTERTAINMENT
"Casual, Simulation, Early Access",Turret Architect,2016-11-28,4.99,556070,Red Matter Studio
"Casual, Indie, Simulation",FourChords Guitar Karaoke - Avril Lavigne Song Pack,2016-11-28,4.99,559370,Musopia
"Design &amp; Illustration, Web Publishing",RPG Maker MV - Twilight Shrine: Japanese Resource Pack,2016-11-28,9.99,558762,"KADOKAWA,Yoji Ojima"
"Action, Casual, Indie",Euclidean Soundtrack,2016-11-28,0.99,538370,Alpha Wave Entertainment
"Action, Indie, RPG, Early Access",Sunset Rangers,2016-11-28,14.99,559340,www.fishermangamedev.com
"Design &amp; Illustration, Web Publishing",RPG Maker MV - Call of Darkness: Japanese Resource Pack,2016-11-28,9.99,558761,"KADOKAWA,Yoji Ojima"
"Design &amp; Illustration, Web Publishing",RPG Maker MV - Festival of Light: Japanese Resource Pack,2016-11-28,9.99,558760,"KADOKAWA,Yoji Ojima"
Indie,Soundtrack,2016-11-28,2.99,561720,Green Sawdust
"Simulation, Strategy",Carpe Deal 'Em,2016-11-28,4.99,528190,DDD Wares
Simulation,Trainz Route: Canadian Rocky Mountains - Columbia River Basin,2016-11-28,39.99,486100,N3V Games
"Action, Adventure",METAL GEAR SOLID V: THE PHANTOM PAIN - MB Coin 2000,2016-11-24,9.99,437233,Konami Digital Entertainment
"Action, Adventure, Indie",Ninja Smasher!,2016-11-24,4.99,552610,Q-Cumber Factory
"Casual, Indie, Simulation, Strategy",ArsonVille,2016-11-24,1.0,553610,Slavitica
"Massively Multiplayer, Racing, Simulation, Sports",Peak Angle: Drift Online,2016-11-25,7.99,547410,Peak Angle Team
Action,DoDonPachi Resurrection BLACK LABEL Arrange Mode Album,2016-11-25,5.99,550382,"CAVE Interactive CO.,LTD."
"Action, Indie",Z-Exemplar,2016-11-25,4.99,434750,Suminell Studios
"Action, Adventure, Indie, RPG, Simulation",Project Abyss - Art &amp; Music Collection,2016-11-21,3.99,561130,Tall Story Studios
"Casual, Indie, Simulation",FourChords Guitar Karaoke - Taylor Swift II Song Pack,2016-11-25,7.99,559381,Musopia
Adventure,Red Spider: Vengeance,2014-07-15,Free To Play,537130,studio wasp
"Casual, Indie",Marblize,2016-11-25,11.99,535840,Plexagon Studios
Adventure,After Life - Story of a Father,2016-11-25,5.99,550240,Green Sawdust
Strategy,The Seven Years War (1756-1763) - Pomeranian War,2016-11-25,3.99,538430,Oliver Keppelmüller
"Adventure, Free to Play, Indie, RPG",Rescue the Great Demon 2 - Art Book,2016-11-25,1.99,560630,SleepAllDays Studio
"Casual, Indie, Strategy",Zenza,2016-11-23,3.99,519990,Intropy Games
"Action, Free to Play, Massively Multiplayer, Simulation, Strategy",MechWarrior Online™ - Assault ‘Mech Performance Steam Pack II,2016-11-23,59.99,545743,Piranha Games Inc.
"Action, Free to Play, Massively Multiplayer, Simulation, Strategy",MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack II,2016-11-23,49.99,545742,Piranha Games Inc.
"Action, Free to Play, Massively Multiplayer, Simulation, Strategy",MechWarrior Online™ - Light ‘Mech Performance Steam Pack II,2016-11-23,29.99,545740,Piranha Games Inc.
"Action, Free to Play, Massively Multiplayer, Simulation, Strategy",MechWarrior Online™ - Medium ‘Mech Performance Steam Pack II,2016-11-23,39.99,545741,Piranha Games Inc.
"Action, Indie",Rebound,2016-04-20,4.99,517190,Bilal Itani
"Adventure, Casual",Royal Detective: The Lord of Statues Collector's Edition,2016-11-23,9.99,559150,Elephant Games
"Adventure, Casual, Indie, Simulation, Strategy",Blood Code Costume Pack,2016-11-23,0.99,457720,"ZiX Solutions,Weixi Games"
"Action, Adventure, Indie, RPG",Eon Altar,2016-06-22,4.99,382050,Flying Helmet Games
"Indie, Strategy",Galaxy Reavers: Flames-Type Titan DLC,2016-11-23,1.99,554200,Good Games
"Action, Casual, Indie",Mystic Defense,2016-11-23,4.99,553910,Mystified Games
Sports,Front Office Football Eight,2016-11-23,29.99,547900,Solecismic Software
"Action, Indie, RPG",Manor of the Damned!,2012-05-25,3.99,532670,The Hideout
"Action, Strategy",Crystal Quest Classic,2016-11-23,1.99,497510,Game Mechanics LLC
"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",Dungeon Fighter Online: Dynasty Guardian Pack,2016-11-23,39.99,558130,Neople
"Action, Indie",Danny's War,2016-11-23,1.99,559200,Savin Sergey
"Free to Play, Massively Multiplayer, Simulation",Steel Ocean - Thanksgiving Day Gift Package,2016-11-24,Free,546890,ICE Entertainment
"Adventure, Casual, Indie",Delicious - Emily's New Beginning,2016-11-24,12.99,544710,GameHouse
"Casual, Indie, Simulation",FourChords Guitar Karaoke - Elvis Presley Song Pack,2016-11-24,4.99,559380,Musopia
"Indie, Massively Multiplayer, Racing, Simulation, Sports",Drift King: Survival,2016-11-24,4.99,553290,Destiny.Games
"Adventure, Casual",The Journey Of Forgotten Memories,2016-11-24,9.99,520590,Forgotten Games
"Casual, Indie",Runes,2016-11-24,0.99,548050,Ede Tarsoly
"Casual, Indie",Liquid Pinball,2016-11-24,0.99,562050,RunServer
"Action, Simulation, Strategy",Star Trek: Starfleet Command Gold Edition,2016-11-22,9.99,364820,Interplay Entertainment Corp.
"Adventure, Indie, Simulation",it's always monday,2016-11-22,0.99,558660,"Alonzu,@alonzubin"
"Adventure, Indie",The Lion's Song: Episode 2 - Anthology,2016-11-21,3.99,459140,Mi'pu'mi Games GmbH
"Action, Indie",Space Ghost Pirate Zombie Slayer,2016-11-21,1.99,553350,Brandon Brizzi
"Action, Adventure, Casual, Indie, Strategy",BuildMoreCubes,2016-11-21,4.99,557190,HA Studio Ltd.
"Action, Casual, Indie",Germ Wars,2016-11-21,0.99,557680,Svarog Studios
"Action, Free to Play, Indie, Simulation, Strategy, Early Access",Call to Arms,2016-11-21,Free to Play,302670,Digitalmindsoft
"Adventure, Indie",The Assembly - Original Soundtrack,2016-11-21,Free,558880,nDreams
"Adventure, Indie",The Assembly - Wallpaper,2016-11-21,Free,560240,nDreams
"Action, Casual, Indie",Stellar Interface,2017-11-21,12.99,517330,ImaginationOverflow
"Action, Indie",Disastr_Blastr,2016-11-21,1.99,431200,Dog Theory
"Action, Free to Play, Indie, Simulation, Strategy",Call to Arms - Season Pass,2016-11-21,24.99,561140,Digitalmindsoft
"Action, Indie",Trouble Witches Origin - Episode1 Daughters of Amalgam -,2016-11-21,9.99,460630,Studio SiestA
Indie,Disoriented,2016-11-21,3.99,556240,BrickCream
"Action, Free to Play, Massively Multiplayer, RPG",Defiance - Havoc T.I.T.A.N. Bundle,2016-11-21,149.99,560100,"Trion Worlds, Inc."
"Action, Free to Play, Massively Multiplayer, RPG",Defiance - Sentinel T.I.T.A.N. Bundle,2016-11-21,99.99,560101,"Trion Worlds, Inc."
"Action, Adventure, Indie, RPG",Warden: Melody of the Undergrowth - Deluxe Edition,2016-11-21,4.99,536380,Cardboard Keep
RPG,Kokurase Episode 2,2016-11-21,4.99,558640,galanti
"Simulation, Early Access",Xemo® : Robot Simulation,2016-11-21,Free to Play,542210,Xemory LLC
"Adventure, Indie",Alicemare,2016-11-21,2.99,524850,△○□× (Miwashiba)
Casual,Mosaic: Game of Gods - Soundtrack,2016-11-21,0.99,558310,New Bridge Games
"Adventure, Indie, RPG, Simulation, Strategy",RPG Tycoon: Supply &amp; Demand,2016-11-18,4.99,551250,Skatanic Studios
"Action, Adventure, Indie",Metal Tales: Fury of the Guitar Gods,2016-11-18,6.99,418210,Nuberu Games
"Action, Indie",DesertLand 2115,2016-11-18,4.99,406280,FutureVisionsGames
"Action, Indie, Racing, Early Access",Wincars Racer,2016-11-18,11.99,451060,DragonJam Studios
"Action, Adventure, Indie, RPG, Simulation, Strategy",Disgraced,2016-06-20,9.99,485360,Corrosive Studios LLC
"Action, Adventure, Simulation",Rocket Craze 3D,2016-11-18,3.99,550930,Rixment
"Casual, Indie",Glass Masquerade,2016-11-18,4.99,511470,Onyx Lute
"Simulation, Strategy",Planet Coaster,2016-11-17,44.99,493340,Frontier Developments
"Action, Casual, Indie",Neon Prism,2016-11-18,1.99,556280,Just1337 Studio
"Casual, Strategy",Colt Express,2016-11-17,6.99,534360,"Asmodee Digital,Frima Studio"
Strategy,Orczz,2016-11-17,2.99,502200,Camel 101
"Adventure, Casual, Indie",Mr. Shadow,2016-11-17,4.99,543270,bycomb
"Indie, Simulation",SHENZHEN I/O,2016-11-17,14.99,504210,Zachtronics
Simulation,Train Simulator: South Wales Coastal: Bristol - Swansea Route Add-On,2016-11-17,39.99,448181,Dovetail Games
"Adventure, Indie, RPG",Saga of the North Wind,2016-11-17,6.99,552720,Choice of Games
"Action, Adventure, Free to Play, Massively Multiplayer, RPG",DC Universe Online™ - Episode 27: Amazon Fury Part III,2016-11-17,9.99,546520,Daybreak Game Company
"Adventure, Casual, Indie",Magi Trials - Soundtrack,2016-11-17,2.99,549110,Dharker Studio
"Adventure, Casual, Indie",Magi Trials,2016-11-17,8.99,446600,Dharker Studio
"Adventure, Casual, Indie",Magi Trials - Wallpapers,2016-11-17,2.99,549111,Dharker Studio
"Adventure, Casual, Indie",Magi Trials - Avatars,2016-11-17,0.99,549112,Dharker Studio
"Action, Adventure",Jumper Jape,2016-11-17,1.99,526780,"Johan Wångsell,Jacob Torrång"
"Racing, Simulation, Sports",Legendary Tracks Part 1: Imola,2016-11-17,5.99,544260,Reiza Studios
"Action, Indie, Strategy",Base Raid,2016-11-17,7.99,511390,Sageose
"Action, Adventure, Indie, Racing, Simulation",Adrenaline Adventure,2016-11-10,4.99,555760,David Pierucci
Indie,RYB,2016-11-17,4.99,547050,FLEB
"Casual, Indie, Simulation",Last Days of Spring 2,2016-11-17,6.99,551520,Sapphire Dragon Productions
"Casual, Indie",Last Days of Spring 2 Soundtrack and Directors Commentary,2016-11-17,3.99,556810,Sapphire Dragon Productions
"Adventure, Indie, RPG",Sarab: Duji Tower,2016-11-17,1.99,551570,Abdulla Hassan Al-Farsi
Casual,Koi-Koi Japan : UKIYOE tours Vol.3,2016-11-18,1.99,557390,Zoo Corporation
"Action, Indie, RPG, Strategy",Shepherds of the Abyss,2016-11-17,9.99,438300,Impulse Games
"Adventure, Indie, RPG, Strategy",Armello - Seasons Board Skins Pack,2016-11-18,4.99,398915,League of Geeks
Action,Twixel,2016-11-18,3.99,528770,Caesoose Studios
"Adventure, Free to Play, Indie, RPG",拯救大魔王2 Rescue the Great Demon 2,2016-11-18,Free To Play,554640,吃了就睡工作室
"Action, Casual, Free to Play, Indie",Brief Karate Foolish,2016-11-18,Free To Play,546390,D.C.S
"Action, Casual, Indie",DeathMetal,2016-11-18,2.99,553820,Playito.com
"Casual, Indie, Simulation",Doodle God: 8-bit Mania - Collector's Item,2016-11-18,19.99,538060,JoyBits Ltd.
"Adventure, Indie, RPG, Strategy",Ghostlords,2016-11-18,9.99,522340,HelixFox Games
"Indie, Simulation, Early Access",Age of Farming,2016-11-18,0.99,556300,Evergreen
"Indie, Simulation, Sports, Strategy",Draft Day Sports: Pro Basketball 2017,2016-11-17,9.99,544480,Wolverine Studios
"Adventure, Indie",The Eyes of Ara,2016-07-19,14.99,454250,100 Stones Interactive
"Action, Indie",Satellite Rush,2016-11-16,4.99,429350,Kimeric Labs
"Action, Adventure, Indie",Red Forest,2016-11-15,4.99,555660,BiscuitPlay
"Adventure, Casual",Riddles of Fate: Wild Hunt Collector's Edition,2016-11-16,9.99,555520,Elephant Games
"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy",Clicker Heroes: Turkey Auto Clucker,2016-11-15,9.99,556650,Playsaurus
"Adventure, Casual, Indie",Book Series - Alice in Wonderland,2016-11-16,4.99,544190,Kurisu no Patto
"Adventure, Casual, Indie",Enola - The Original Soundtrack,2016-11-15,2.99,497200,The Domaginarium
"Indie, RPG",Doom &amp; Destiny Advanced,2016-11-15,9.99,361040,Heartbit Interactive
Casual,Azurea Juncture,2016-11-01,4.99,557860,Rimebelle Express
"Action, Adventure, Indie, RPG, Early Access",Fresh Body,2016-11-16,9.99,550840,LOVIGAME
"Action, Indie, Sports",Kopanito All-Stars Soccer,2016-11-16,7.99,399820,Merixgames
Simulation,FSX Steam Edition: Night Environment: Rhode Island Add-On,2016-11-16,17.99,500206,Chris Bell - Creative Design Studios
"Adventure, Casual, Indie",Dreamcage Escape,2016-11-16,1.99,556890,Big Loop Studios
"Adventure, Indie",Chains of Satinav Soundtrack,2016-11-16,2.99,558200,Daedalic Entertainment
"Indie, Massively Multiplayer, Strategy",Screeps,2016-11-16,14.99,464350,Screeps
"Casual, Indie, Simulation, Sports, Strategy",Pure Chess - Steampunk Game Pack,2016-11-16,2.99,330950,Ripstone
"Action, Indie, Simulation, Early Access",Drunk On Nectar,2016-11-16,14.99,512460,Venugopalan Sreedharan
"Simulation, Strategy",RollerCoaster Tycoon World™,2016-11-16,14.99,282560,Nvizzio Creations
"Action, Adventure, Indie, Simulation",Wolf Simulator,2016-11-16,3.99,485420,Second Reality
"Adventure, Indie",Renoir,2016-11-16,9.99,496400,Black Wing Foundation
"Action, Adventure",The Phantom Limb Level Pack,2016-11-15,2.99,466546,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
"Action, Adventure, Casual, Indie",Sleeping Valley - Soundtrack,2016-11-12,0.99,548410,White Dog
"Action, Casual, Indie, Simulation",Overcooked - The Lost Morsel,2016-11-15,4.99,530060,Ghost Town Games Ltd.
"Action, Adventure, Indie",Super Rad Raygun,2016-11-15,9.99,297660,TRU FUN Entertainment
"Adventure, Indie",ENIGMA:,2016-11-15,14.99,494100,Uzumeya
"Adventure, Indie, RPG, Strategy",The Art of Tahira,2016-11-15,9.99,550850,Whale Hammer Games
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (5E),2016-11-15,2.99,551290,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - 1 on 1 Adventures #8: Blood Brothers (3.5E/PFRPG),2016-11-15,5.99,555680,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #012: Nekh-ta-Nebi's Tomb (5E),2016-11-15,2.99,552860,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Kingdoms (5E),2016-11-15,14.99,557300,"SmiteWorks USA, LLC"
"Indie, RPG, Strategy",Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (5E),2016-11-15,2.99,553360,"SmiteWorks USA, LLC"
"Adventure, Indie",A New Beginning - Final Cut Soundtrack,2016-11-15,2.99,558220,Daedalic Entertainment
"Adventure, Indie",Memoria Soundtrack,2016-11-15,2.99,558210,Daedalic Entertainment
"Action, Adventure, Indie, RPG",Ittle Dew 2,2016-11-15,19.99,395620,Ludosity
"Action, Indie",Comit the Astrodian,2016-11-15,1.99,546790,LunarCore Games
Simulation,FSX Steam Edition: Toposim Scandinavia Add-On,2016-11-15,12.99,536544,Toposim
Simulation,FSX Steam Edition: Douglas F4D Skyray™ Add-On,2016-11-15,9.99,494520,Virtavia
"Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy",LuckCatchers,2016-11-15,Free To Play,454540,DiP Online
Sports,Handball 17,2016-11-15,44.99,526980,Eko Software
"Action, Adventure, Indie",Gunmetal Arcadia Zero,2016-05-06,5.99,555610,Minor Key Games
"Action, Adventure, Indie",Gunmetal Arcadia Zero OST,2016-05-06,3.99,556600,Minor Key Games
"Free to Play, Indie, Simulation",World of Guns: World War I Pack #1,2016-11-16,9.99,558630,Noble Empire Corp.
"Adventure, Massively Multiplayer, RPG, Strategy",Dofus,2016-11-15,Free,254300,Ankama Studio
"Action, Free to Play, Indie, Strategy",CLASH,2016-11-15,Free,416040,Ultima Games
"Adventure, Indie",Silence Artbook,2016-11-15,2.99,556030,Daedalic Entertainment
"Adventure, Indie",Silence Soundtrack,2016-11-15,2.99,556290,Daedalic Entertainment
"Adventure, Free to Play, Massively Multiplayer, RPG, Strategy",DOFUS - Kerubim Pack,2016-11-15,9.99,552010,Ankama Studio
"Action, Casual, Free to Play, Indie",CAGE,2016-11-14,Free,552140,KorteGames
"Action, Adventure, Casual, Indie",Mekazoo,2016-11-14,9.99,390330,The Good Mood Creators
"Simulation, Strategy",Ironclads 2: War of the Pacific,2016-11-15,9.99,549400,Totem Games
"Adventure, Free to Play, Indie, Massively Multiplayer, RPG",Nodiatis,2008-05-08,Free To Play,541190,"Glitchless, LLC"
Indie,Mekazoo Original Soundtrack,2016-11-14,4.99,552850,The Good Mood Creators
"Casual, Indie",Multimirror,2016-11-14,4.99,533860,Cleverweek
"Casual, Indie",Multimirror - Soundtrack,2016-11-14,1.99,550070,Cleverweek
